OC_omid,issn,EP_id,Publications_in_venue,Open Access
06502215955,"['1809-8479', '1983-2478']",498170,25,True
06502216118,"['1983-3121', '0034-7329']",473865,511,True
06502218804,['1080-6555'],447563,351,Uknown
06502220473,"['1542-7633', '1387-5868']",447118,339,Uknown
06502223055,['2757-7449'],503232,41,Uknown
06502223057,['2757-752X'],501833,9,Uknown
06502223075,['2659-9031'],497629,15,True
06502223086,"['1136-4076', '2659-921X']",480923,76,Uknown
06502223128,"['2254-9668', '2659-9228']",497031,9,True
06502223139,"['2659-9252', '2530-1330']",505129,3,True
06502223142,"['2174-8063', '2659-9295']",497236,13,True
06502223165,"['0213-0130', '2659-9678']",498192,117,True
06502223210,"['1130-3611', '2660-4574']",482874,15,True
06502223219,"['1697-0381', '2660-504X']",476843,18,Uknown
06502228993,['1234-1533'],483002,2,Uknown
06502231332,['2303-7091'],502957,4,True
06502231344,"['2303-7431', '1840-233X']",490279,2,Uknown
06502231354,"['2303-8888', '1512-5033']",493302,2,True
06502231357,"['2303-8950', '0435-3714']",505016,7,Uknown
06502240348,['2683-328X'],503878,4,True
06502240351,['2683-3352'],503353,19,True
06502240422,"['2683-4693', '2683-572X']",505166,32,True
06502240434,['2683-5355'],505015,2,Uknown
06502240437,"['2683-5649', '1450-6718']",503338,16,True
06502240457,"['2683-6106', '2683-6114']",504790,28,Uknown
06502240473,"['2683-7153', '0034-7078']",498606,2,Uknown
06502244038,"['2159-9793', '2159-9785']",483767,116,Uknown
06502245681,"['1746-8477', '1746-8485']",474707,315,Uknown
06502248188,"['2615-725X', '2615-8655']",501746,8,True
06502257225,"['0120-159X', '2256-5485']",491462,141,True
06502257502,"['0120-2456', '2256-5647']",489669,156,True
06502257881,"['1657-0790', '2256-5760']",473749,206,True
06502258284,"['0120-3053', '2256-5779']",490889,135,True
06502262923,['2066-7779'],484538,116,True
06502263041,"['2247-0220', '2066-9380']",503231,51,True
065022683,"['1517-9702', '1678-4634']",472572,1225,True
065022823,"['0952-9136', '1099-0852']",341053,1315,Uknown
065022832,['1540-1960'],468904,39,Uknown
06502290620,"['2236-1774', '1982-422X']",502937,177,Uknown
06502297312,['2459-3737'],493709,6,Uknown
06502297316,"['2653-9373', '2459-3842']",490978,14,True
06502297460,"['1846-6745', '2459-5578']",497327,4,True
06502301221,['2413-7715'],499354,9,Uknown
06502303621,"['2398-4155', '2398-4163']",490875,39,Uknown
06502304967,"['2214-2290', '2214-2282']",483853,87,Uknown
06502305004,"['2214-2304', '2214-2312']",485273,88,Uknown
06502305032,"['2214-2371', '2214-2363']",484547,34,Uknown
06502306398,"['0124-7913', '2027-145X']",494999,217,True
06502307340,"['0208-5550', '2353-088X']",502470,5,True
06502307343,"['2353-0901', '1733-0319']",496646,28,True
06502307349,"['2084-0772', '2353-0928']",485065,3,True
06502307356,"['2353-0960', '0208-8916']",502996,5,Uknown
06502307367,['2353-1428'],496812,62,Uknown
06502307403,"['2353-1827', '2083-1277']",483670,284,True
06502307469,"['2353-1991', '2083-7658']",486189,57,Uknown
06502307498,['2353-2912'],502145,32,True
06502307504,['2353-3145'],486732,3,Uknown
06502307511,"['2353-3293', '1689-765X']",483669,270,True
06502318443,['2040-7149'],476565,696,Uknown
06502324657,['2414-1135'],494179,4,Uknown
06502324680,"['2412-8368', '2414-1305']",499412,132,True
06502330160,['2083-4373'],497355,19,True
06502330323,"['2083-4594', '1898-6773']",485934,462,True
065023513,"['2104-3795', '0249-6739']",482075,562,Uknown
06502357905,"['1588-1210', '0025-0228']",481618,30,Uknown
06502357930,"['0025-0236', '1585-4515']",473404,4,Uknown
06502357953,['0025-0260'],481619,114,Uknown
06502360650,"['2413-2349', '2311-0155']",487650,66,True
06502364778,"['1411-7649', '2684-9194']",502300,124,True
0650236576,['0257-9774'],420618,227,Uknown
06502366452,"['2408-8897', '2313-2272']",490545,134,True
06502375266,"['2316-4018', '1518-0158']",487131,225,True
06502375356,"['2340-8995', '1130-5029']",484024,64,True
06502375379,['2340-9029'],490313,11,Uknown
06502375414,['2340-9096'],488208,6,True
06502375415,"['2340-9134', '2340-8510']",501982,14,True
06502375536,['2340-9592'],488697,41,True
065023860,['0967-070X'],341667,2511,Uknown
06502389007,"['2308-0906', '2308-0914']",491256,160,True
06502392278,"['2544-8730', '1897-0788']",496864,24,Uknown
06502392288,"['1640-7806', '2544-8900']",486399,109,Uknown
06502394744,"['2719-2717', '2300-0422']",485567,40,Uknown
06502394775,"['2719-2725', '0452-9502']",482338,144,Uknown
065023990,['0249-7638'],482076,1333,Uknown
06502407360,['2317-7853'],493660,36,True
06502407408,"['1516-5159', '2317-8086']",471299,62,True
06502407443,['2317-837X'],491599,1,True
06502407529,['2317-8957'],499584,7,True
06502407554,"['2317-9511', '0104-639X']",447823,75,True
06502416393,"['2173-1306', '0076-230X']",444747,779,True
06502417040,"['0076-1435', '2719-8057']",481783,20,Uknown
06502426003,"['2151-6073', '1536-8742']",476418,87,Uknown
06502427434,"['2366-2794', '0003-9292']",438011,430,Uknown
06502436393,['2474-1795'],490497,11,True
06502455947,"['2336-3525', '1804-0616']",484964,161,True
06502504568,"['1897-0389', '2391-5137']",499067,13,Uknown
06502504580,['1897-1652'],478911,57,Uknown
065025131,"['1460-3551', '1367-5494']",341525,924,Uknown
065025150,"['1741-2722', '1461-9571']",440415,850,Uknown
065025218,"['0952-6951', '1461-720X']",441215,1118,Uknown
06502524236,"['2041-4692', '2041-4684']",490890,44,Uknown
06502528015,"['2034-645X', '0778-9750']",443315,137,Uknown
06502551999,"['2389-8186', '2389-8194']",496466,69,True
06502585567,['0080-2654'],446634,134,Uknown
06502585705,['0080-3626'],483947,6,Uknown
06502585709,['0080-3634'],485634,35,Uknown
06502592613,['0015-1831'],440654,3,True
06502592711,['0015-2218'],342725,372,Uknown
06502603880,['2359-6910'],497390,25,Uknown
06502603957,['2359-8107'],485933,25,Uknown
06502603998,['2360-0853'],493342,86,Uknown
06502604017,['2360-266X'],489935,35,True
06502604044,['2360-3445'],488274,14,True
0650262324,"['1409-2441', '2215-2652']",501761,42,True
06502623660,"['2049-3029', '2049-3010']",480746,93,Uknown
06502631082,"['2056-564X', '2056-5658']",491716,38,Uknown
06502631099,"['2056-5682', '2056-5674']",503940,4,Uknown
065026477,"['0895-9048', '1552-3896']",440095,1149,Uknown
065026605,"['0093-6502', '1552-3810']",439282,1579,Uknown
06502768539,"['1875-6735', '0165-9227']",441007,768,Uknown
06502768722,['0165-9367'],468687,112,Uknown
06502776529,['2466-4693'],505237,85,Uknown
06502782845,['2526-6136'],491477,13,True
06502782865,['2526-6314'],498208,9,Uknown
06502782967,"['2526-7280', '1983-9472']",500246,98,True
065027867,"['0892-7936', '1753-0377']",419427,1176,Uknown
065027981,"['1082-3301', '1573-3475', '1573-1707', '0882-3391', '0161-570X', '1058-0476', '0092-4199']",440006,3155,Uknown
06502808747,['1413-0939'],496785,38,True
065028110,"['1058-4609', '1091-7675']",445919,1153,Uknown
06502860413,['0928-7655'],341373,914,Uknown
06502864198,['1303-8303'],493328,74,Uknown
06502864240,"['2619-9890', '1303-9407']",502888,3,True
06502864243,"['1304-0103', '2548-0405']",498753,9,True
06502864255,['1304-0278'],503917,829,Uknown
06502875876,['2171-9594'],479822,97,True
06502875912,['2171-9624'],484843,41,True
065029306,"['1477-4569', '1363-3554']",441217,1156,Uknown
065029327,"['1435-9456', '1435-9448']",437697,1884,Uknown
065029342,['1435-9871'],341090,1618,True
065029479,['0899-8256'],342049,3196,Uknown
06503018290,['1940-9079'],445321,79,Uknown
06503018387,['1940-9095'],489489,101,Uknown
06503018423,"['1940-9419', '1940-9427']",475008,274,Uknown
06503031073,['2299-4033'],485036,37,Uknown
06503031096,['2299-4106'],485569,30,Uknown
065030534,"['0021-8308', '1468-5914']",343590,1119,Uknown
065030577,"['1540-6245', '0021-8529']",341517,2647,Uknown
065030639,"['1469-5138', '0021-8537']",442351,1666,Uknown
06503089513,"['1757-6822', '1757-6830']",493221,132,Uknown
06503123981,"['0006-2456', '2194-3834']",481528,644,Uknown
06503147501,"['0929-6174', '1744-5035']",443647,533,Uknown
065032118,"['1468-2486', '1521-9488']",442125,1495,Uknown
06503217520,"['1634-4561', '2648-2789']",450554,89,Uknown
06503236987,['1885-3625'],485035,2,True
06503236991,"['1886-4171', '2013-570X']",479163,74,True
06503237018,"['1887-505X', '1576-3935']",488716,170,True
06503243766,"['0044-2615', '1613-009X']",448259,834,Uknown
06503244080,"['1613-0103', '0044-2526']",448258,547,Uknown
06503272789,"['2190-6297', '1616-3443']",448277,705,Uknown
06503308476,"['1740-3898', '1384-5748']",341391,922,Uknown
065034218,"['2520-6311', '2520-6761']",491439,203,True
065034219,"['0012-1045', '2192-1482']",439848,1430,Uknown
06503448363,['1679-4842'],494299,48,True
06503458715,"['2325-5080', '1045-6635']",444319,1007,Uknown
06503480305,"['0144-5340', '1464-5149']",441200,700,Uknown
06503493888,['0340-8728'],448082,6,Uknown
06503522445,"['1168-5549', '1775-3546']",495338,739,Uknown
06503534985,"['0269-1191', '1477-4542']",440783,533,Uknown
06503727280,"['1554-0626', '1554-0634']",471036,240,Uknown
065037773,"['2448-5179', '0185-2574']",440348,182,True
065038039,"['2457-9297', '2393-1744']",486374,36,Uknown
06504126,"['1464-5300', '1364-5579']",442022,1053,Uknown
0650413671,"['1939-7089', '1548-0518']",485063,670,Uknown
065041613,"['1849-1723', '1848-1299']",497215,32,Uknown
065041895,"['1991-7074', '1816-7403']",486444,386,True
065041951,"['1099-1417', '0267-8179']",341105,2299,Uknown
065042038,"['1465-3435', '0141-8211']",341479,1336,Uknown
065042422,"['1569-9919', '0929-7332']",444437,311,Uknown
065042425,"['2211-7245', '2211-7253']",484534,123,True
065042441,"['2306-532X', '1562-109X']",490911,157,Uknown
065042444,"['2522-4271', '0320-4421']",494038,59,Uknown
065042776,"['0353-1589', '2334-8801']",486122,84,True
065043396,"['1461-0213', '1570-5595']",483200,165,Uknown
065043397,"['2213-8722', '2213-8730']",483863,135,Uknown
065043399,"['2309-2351', '2072-9480']",488830,349,Uknown
065043489,"['2336-1654', '1803-6546']",485116,18,Uknown
06504349,"['1526-5498', '1523-4614']",444545,1022,Uknown
065045068,['2300-5599'],491591,125,True
065045634,"['2411-8060', '2415-7317']",498445,79,Uknown
065045947,"['2317-9945', '0103-6858']",494671,33,True
065045958,"['2300-6005', '2082-4440']",496654,76,Uknown
065045964,"['2236-532X', '2316-1329']",486877,18,True
0650460549,"['2385-3247', '1132-7200']",482889,11,Uknown
0650460563,"['0214-2279', '2385-3425']",504484,1,Uknown
0650460583,['2385-4138'],487979,33,True
0650460599,"['2385-4219', '1575-0698']",488334,4,True
0650460603,"['1575-5568', '2385-4359']",488566,5,Uknown
0650460617,"['1135-1438', '2385-4731']",497419,36,Uknown
0650460622,"['2385-7269', '2385-5355']",490891,10,True
0650460634,['2385-7005'],493163,11,True
0650460669,['2385-7137'],488144,25,True
0650460681,['2385-8052'],484164,174,True
0650460722,"['2385-8907', '2335-4127']",484953,65,True
0650460733,"['2386-0316', '1581-8918']",486831,61,True
065048299,"['1469-8986', '0048-5772']",343412,5120,Uknown
065048354,"['0048-5829', '1573-7101']",341575,4458,Uknown
065049443,"['1804-1728', '1804-171X']",484880,327,True
065050538,"['1467-9280', '0956-7976']",339775,4989,Uknown
065050584,"['1753-2167', '0957-1736']",444295,1026,Uknown
0650514121,"['0270-5346', '1529-1510']",438805,446,Uknown
065051709,"['1467-6451', '0022-1821']",443091,1650,Uknown
065051754,"['0022-0787', '2161-1920']",442833,1094,Uknown
0650522272,"['1749-625X', '0307-0131']",438768,446,Uknown
0650538585,"['1357-4175', '1752-0738']",484075,140,Uknown
0650538713,"['1357-4809', '1469-9664']",444056,860,Uknown
065054328,"['0340-2118', '0171-1741', '0175-7598', '1432-0614']",340401,16797,Uknown
06505612,"['0033-5894', '1096-0287']",341263,2867,Uknown
065056513,['0304-3932'],443355,2130,Uknown
065056787,"['0305-7356', '1741-3087']",446207,1470,Uknown
065060117,"['1352-4658', '1469-1833']",438360,1570,Uknown
065060139,"['0363-0234', '1943-278X']",340302,891,Uknown
065060169,"['0363-0242', '1541-0331']",448161,1982,Uknown
065060223,"['1552-5473', '0363-1990']",433928,9,Uknown
0650609566,['1577-0354'],474014,337,True
0650658826,"['1751-2409', '1751-2395']",475656,125,Uknown
0650658942,"['1751-2689', '1751-2697']",485244,130,Uknown
0650679716,"['0015-8518', '1471-6860']",440761,535,Uknown
0650687038,['2052-5397'],487750,125,True
0650693687,"['1861-891X', '0023-2653']",444203,867,Uknown
065072817,"['2589-1596', '2589-1588']",498572,40,Uknown
065072834,"['2589-1715', '2589-1707']",494899,20,Uknown
0650737433,"['1824-7601', '1824-761X']",474182,1,True
0650737451,['1825-411X'],474179,28,True
0650737481,['1825-7321'],489585,2,True
0650763891,"['0950-3110', '1473-348X']",437517,222,Uknown
06507689,['0920-9964'],341830,11005,Uknown
0650780069,['2224-0039'],477749,151,True
0650780229,['2224-1213'],499094,13,Uknown
0650785728,"['2405-6480', '2405-6472']",487593,92,Uknown
0650823584,['1475-1585'],442851,809,Uknown
0650908074,"['0266-2671', '1474-0028']",432940,887,Uknown
0650941552,['2055-0472'],486045,159,True
0651047560,"['0959-3683', '1749-6284']",478828,250,Uknown
0651049044,['1882-6865'],472186,24,True
0652030197,"['0263-9904', '1745-8153']",451604,412,Uknown
0652044391,"['0956-2737', '1572-8498']",441101,882,Uknown
0652069068,"['1477-8564', '0954-6650']",443925,343,Uknown
0653064438,['2073-4506'],498090,16,Uknown
066010032,"['1473-4257', '0306-6800']",443302,5362,Uknown
06601026903,"['1758-9118', '1466-0407']",474914,196,Uknown
06601061035,['1085-4908'],483251,31,Uknown
06601105498,"['2189-9568', '1344-9109']",488018,24,Uknown
06601105535,['2299-6834'],496971,75,True
06601105567,['2299-6885'],449676,65,Uknown
06601127064,"['2366-2352', '0039-4564']",468918,8,Uknown
06601149069,"['0967-2559', '1466-4542']",441972,848,Uknown
06601154001,['2074-8922'],502114,13,Uknown
06601174803,"['2329-0382', '2329-0390']",499292,434,Uknown
06601224990,"['1970-3201', '1970-321X']",473507,66,True
06601228580,['1697-8293'],483897,278,True
06601228639,"['0211-6820', '1697-9540']",486257,370,True
06601228701,['1697-9818'],472896,254,True
06601239374,"['1532-7868', '1092-6488']",444782,518,Uknown
06601239530,"['1541-8480', '1092-6690']",445291,460,Uknown
06601246253,"['1477-2612', '0275-7206']",430140,840,Uknown
06601260374,"['0892-9092', '1948-4798']",417466,298,Uknown
06601270635,['1980-511X'],496505,49,True
06601279917,"['1740-2859', '1740-2867']",476615,92,Uknown
06601287717,['1309-6672'],493613,242,Uknown
06601287753,['1309-6761'],503989,37,Uknown
06601287779,['1309-6915'],495180,119,True
06601287857,['1309-8055'],479785,26,True
066012912,"['1744-5019', '0360-5310']",341529,1626,Uknown
06601304911,"['0953-5233', '1468-0424']",440844,842,Uknown
06601313008,['0033-2860'],483938,69,Uknown
06601346840,"['1474-7456', '1475-3138']",448206,674,Uknown
06601357961,"['2047-7058', '2047-704X']",485194,24,Uknown
06601357995,"['2047-7368', '2047-7376']",486786,136,Uknown
06601358035,"['2047-7414', '2047-7422']",480871,232,Uknown
06601365971,"['2468-9068', '1572-1701']",483265,189,True
06601366097,"['2468-9238', '2468-9246']",496962,44,Uknown
06601366127,"['0328-0101', '2468-9963']",498279,68,True
06601366167,['2469-0333'],502956,3,True
06601366172,['2469-0503'],503591,3,True
06601366178,['2469-0783'],489102,18,True
066013973,['0277-9536'],343194,16320,Uknown
06601412307,"['2065-961X', '0252-1938']",486228,160,Uknown
06601412382,['0252-8843'],340102,327,Uknown
06601444694,"['0791-6035', '2050-5280']",470668,442,Uknown
06601474012,['1934-1512'],447284,179,Uknown
06601474075,['1934-1520'],448171,325,Uknown
06601475227,['2033-8732'],490152,108,Uknown
06601475296,"['2034-3515', '2034-3523']",479725,59,Uknown
06601517774,"['2211-792X', '2211-7954']",479006,116,Uknown
06601565870,"['1663-9391', '1663-9383']",485365,303,True
06601568463,"['2530-3562', '1130-5517']",482876,32,Uknown
06601568471,"['2530-3716', '0008-7750']",481543,6,True
06601568478,"['0213-8646', '2530-3791']",485966,37,True
06601573,"['0905-7196', '1600-6143', '1600-0471', '1600-6135']",437975,8368,Uknown
06601585204,"['1530-9150', '0024-3892']",444431,676,Uknown
06601590685,['1134-6396'],482905,17,True
06601590693,['1134-7937'],482906,114,Uknown
066016076,"['0008-4506', '1710-1131']",438864,1003,Uknown
06601615544,['1642-557X'],502963,73,Uknown
06601621629,"['2213-8617', '0030-5472']",449269,276,Uknown
06601634414,['1336-7307'],496757,4,Uknown
06601644730,"['2040-8153', '1466-2035']",484092,257,Uknown
06601653,"['1559-1816', '0021-9029']",442434,3752,Uknown
06601671260,"['2542-1077', '1994-5973']",490534,40,Uknown
0660168497,"['0039-2138', '2620-1127']",499020,157,True
06601686583,['0018-442X'],441232,603,Uknown
06601703742,"['1130-3743', '2386-5660']",482875,260,True
06601703796,['2386-5768'],491160,72,True
06601703822,['2386-5776'],490725,20,True
06601703838,"['2386-5822', '0031-4749']",445645,78,True
06601705179,"['0323-1844', '2570-9429']",486165,26,True
06601705196,"['0031-0506', '2570-9496']",481646,5,Uknown
06601705198,"['2571-0605', '1211-7250']",482954,16,Uknown
06601705199,"['2571-0915', '0014-1291']",469253,49,True
06601723473,"['2256-1676', '2539-519X']",503563,89,True
06601723521,"['2539-522X', '1657-6799']",502511,46,True
06601723546,"['2539-5300', '2500-7807']",494632,56,True
06601724934,['2542-2332'],496745,6,True
06601724950,"['2542-2421', '2541-8297']",499438,125,True
06601730569,"['2618-8988', '2618-897X']",496862,25,True
06601730612,['2618-9267'],498786,44,Uknown
06601730640,"['2587-6112', '2618-9488']",501964,1,True
06601747399,"['0556-8641', '1996-8523']",468524,625,Uknown
06601752282,"['2002-4509', '0046-8444']",342520,110,True
06601760846,"['1534-8458', '1532-7701']",443188,677,Uknown
06601773201,"['1738-3102', '2466-1511']",497296,129,Uknown
06601775614,"['1807-5711', '1981-4674']",490870,6,Uknown
06601775635,['2300-1968'],468721,4,Uknown
06601782510,['2162-3937'],442790,52,Uknown
06601807952,['1948-4747'],501795,7,Uknown
06601807959,['1948-4755'],501795,6,Uknown
06601813260,"['1569-9846', '1566-5844']",443015,128,True
06601823386,['1980-5799'],487492,76,True
06601823487,"['1980-5934', '0104-4443']",486478,102,True
06601824756,['2616-9983'],499332,27,Uknown
06601830193,['1866-6124'],471853,58,Uknown
06601844936,"['1559-744X', '1559-7431']",475081,465,Uknown
06601847277,"['1688-9304', '1510-2432']",498726,55,True
06601847324,"['1689-0027', '0065-1583']",437249,63,Uknown
06601847388,"['1425-6851', '1689-1864']",484668,65,Uknown
06601847400,['1689-4286'],484752,7,True
06601847403,"['1689-6122', '2719-311X']",498871,53,True
0660184760,"['1754-0402', '1472-9679']",468715,445,Uknown
06601850870,"['1988-4672', '1138-4891']",483717,225,True
06601851927,['1988-5911'],485938,32,True
06601851928,['1988-5946'],476235,2,True
06601851932,['1988-7221'],485769,17,True
06601851952,['1988-7701'],493356,91,Uknown
06601851995,"['1696-7240', '1988-8287']",485696,225,True
06601852048,['2218-7650'],496869,7,Uknown
06601853790,['2183-3958'],490263,4,True
0660193425,"['0924-1884', '1569-9986']",340718,820,Uknown
0660194148,"['1869-2729', '1869-2737']",485119,195,Uknown
0660203113,"['0966-7369', '1745-5251']",468695,215,Uknown
0660211988,['0003-5548'],437857,807,Uknown
06602123844,"['2575-1433', '2049-1115']",478783,710,Uknown
06602130000,['2525-8176'],499538,17,True
06602130016,"['2525-8184', '1519-3314']",502062,35,Uknown
06602136389,"['2331-2548', '1348-8678']",487898,402,Uknown
06602145294,['2663-4910'],505407,7,True
06602145307,"['2663-5143', '1563-3713']",499706,89,Uknown
06602145388,"['2663-5399', '2663-5402']",502372,3,True
06602153597,"['1429-9321', '2299-193X']",484082,306,True
06602153630,['2299-1999'],486865,12,Uknown
06602153665,['2299-2464'],486989,9,Uknown
06602156077,"['2341-3018', '2253-6337']",486368,24,True
06602156096,['2341-3042'],485284,11,True
06602156113,['2341-3255'],495353,19,True
06602168251,"['2569-653X', '1896-1800']",483539,119,True
06602189640,"['0035-6220', '2785-0773']",477706,28,Uknown
06602189711,"['0035-7685', '2450-002X']",484750,45,Uknown
06602189827,"['2688-5220', '0035-8118']",451606,182,Uknown
06602208695,"['1983-3636', '2179-7064']",500567,14,True
06602208713,['1983-3652'],490579,106,True
06602211425,['1080-658X'],444894,893,Uknown
06602213958,['2237-8057'],486146,24,Uknown
06602214187,"['1982-2766', '2237-9126']",494295,8,Uknown
06602214550,"['2660-7018', '0211-0563']",496741,40,Uknown
06602215384,"['2660-552X', '2605-4876']",501715,18,True
06602215389,"['2660-583X', '2660-5821']",505161,5,True
06602215392,"['0210-6272', '2660-5880']",501721,18,True
06602215397,"['0214-0284', '2660-6070']",501722,20,True
06602215402,"['2660-647X', '0210-0061']",481975,11,True
06602215421,"['2660-700X', '1852-9003']",499078,46,True
06602215463,"['0213-2214', '2660-714X']",487322,23,True
06602220714,['1234-4087'],497079,14,Uknown
06602222931,['2520-9736'],497920,5,True
06602223174,['2521-0939'],502556,1,Uknown
06602223203,['2668-4322'],500393,8,True
06602223241,"['2668-5825', '2668-5817']",500540,5,Uknown
06602242286,['2602-8077'],497929,45,Uknown
06602242299,['2602-8085'],496778,42,Uknown
066022482,"['1744-4217', '0013-838X']",341578,2284,Uknown
06602252240,"['2257-0543', '2425-231X']",486845,209,True
06602258377,['2707-3092'],497003,13,True
06602266303,['0272-930X'],444766,143,Uknown
06602274656,"['1982-0305', '1518-5370']",490898,40,Uknown
06602275122,"['1415-594X', '1982-0739']",493251,19,Uknown
06602284790,['2667-7059'],496875,41,Uknown
06602286017,['2236-1987'],498283,41,True
06602286055,['2236-210X'],504039,126,Uknown
06602286095,['2236-2207'],494293,33,True
06602286135,['2236-255X'],494578,4,True
06602286142,['2236-2592'],489116,5,Uknown
0660228724,"['0734-578X', '2168-4723']",494602,223,Uknown
06602302307,['2353-3773'],501853,90,True
06602302512,['2410-3594'],505350,8,Uknown
06602311028,['1795-6889'],470319,184,True
06602313508,"['1390-4272', '2528-7737']",489737,106,True
06602313593,"['2528-7834', '1390-6402']",496610,28,True
06602313628,"['1390-6623', '2528-7869']",493722,44,True
06602313650,"['2528-7907', '1390-7247']",488200,22,True
06602313672,['2528-8075'],495219,12,True
06602314745,['1818-7935'],494586,121,Uknown
06602356912,"['2311-8466', '2414-4665']",488198,196,Uknown
06602365697,"['1465-3737', '2031-0250']",480198,49,Uknown
06602371321,['2340-9630'],493594,6,Uknown
06602371325,"['1133-0937', '2340-9673']",477373,2,Uknown
06602371359,"['0004-2927', '2340-9894']",484374,35,True
06602371391,['2341-0809'],502272,3,True
06602371394,"['1138-5774', '2341-0833']",490724,65,True
06602371412,"['2341-0841', '1889-7045']",493703,26,Uknown
06602371442,['2341-0868'],493848,3,True
06602371445,"['2341-0906', '1696-5868']",485770,4,Uknown
06602371606,"['2391-7881', '2084-8595']",486887,11,Uknown
06602371614,"['2391-7903', '2084-7963']",486863,24,True
06602371642,"['2391-7911', '2084-3550']",486872,17,Uknown
06602371645,"['2083-7755', '2391-792X']",485641,9,True
06602371752,['2391-8306'],485984,116,True
06602376315,['1773-0546'],472685,229,True
06602385088,"['2308-1090', '2308-1066']",493383,6,Uknown
06602402399,"['2178-1702', '2317-9651']",489081,19,True
06602405604,"['1578-2549', '1138-9672']",500235,58,True
06602405662,['1578-5386'],488184,14,Uknown
06602405667,['1578-6072'],498643,2,True
06602405676,['1578-6676'],483282,23,True
06602405759,['2237-4329'],503734,3,Uknown
06602405822,"['1516-3083', '2237-4876']",496503,98,True
06602412799,['0076-5147'],483944,104,True
06602451547,"['1579-7414', '2340-0005']",483285,40,Uknown
06602451559,"['2340-2792', '0214-7564']",472734,123,True
06602451560,"['2340-6577', '0210-5934']",481988,197,Uknown
06602451608,['2340-8960'],488800,21,True
06602451616,"['1133-598X', '2341-1112']",484034,43,Uknown
06602451621,['2341-3778'],494660,29,Uknown
06602467160,['1607-4041'],446559,119,True
06602467222,['1607-6079'],499938,105,Uknown
06602476425,['2147-6012'],505247,16,Uknown
06602476427,['2147-6020'],491426,469,True
06602503651,"['0212-9728', '1695-2294']",472110,728,Uknown
06602513947,"['2411-1317', '2411-7420']",495215,35,Uknown
06602514947,['2411-7390'],491080,122,True
066025521,['0957-8234'],442796,1323,Uknown
06602560954,"['1519-5899', '2179-7943']",489104,65,True
06602589913,"['2083-8298', '1732-4254']",484751,410,Uknown
06602594365,['2296-6013'],481681,3,Uknown
06602600832,['2318-5422'],491034,4,True
06602600845,['2318-5732'],494673,13,True
06602600948,['2318-650X'],503761,2,Uknown
06602600953,['2318-6674'],493230,50,True
06602600971,"['2178-0013', '2318-6917']",502883,16,True
06602604057,['1303-5290'],488518,274,Uknown
0660264721,['2217-3668'],487233,206,Uknown
066027028,"['2194-6183', '1540-8884']",485151,495,Uknown
066027029,"['2194-6191', '1558-9544']",475732,195,Uknown
066027031,"['1940-2325', '0091-5521']",499192,1043,Uknown
06602777384,['2526-7310'],502185,11,True
06602797116,"['1945-4023', '1084-8657']",440958,544,Uknown
06602799237,"['0300-693X', '1879-6583']",439780,238,Uknown
06602799357,['1668-7515'],496755,8,True
06602799381,['1669-6581'],488317,66,True
06602808998,"['1380-2038', '1478-2294']",437989,511,Uknown
06602820391,['0258-0144'],474920,403,Uknown
06602823445,"['2468-8797', '2468-8800']",496779,60,Uknown
06602835723,"['2212-9421', '2212-943X']",486522,57,Uknown
066028369,"['1461-7056', '1354-067X']",412123,864,Uknown
06602842373,['2414-8938'],502233,19,True
06602843558,"['0048-3915', '1088-4963']",445740,354,Uknown
066028487,"['0143-831X', '1461-7099']",340935,1244,Uknown
066028529,"['1552-6127', '1090-1981']",441080,1915,Uknown
066028584,"['1552-4205', '0007-6503']",438754,1032,Uknown
06602865,"['0022-4634', '1474-0680']",443767,1068,Uknown
06602889,"['1538-4764', '0022-4669']",443776,1695,Uknown
066029679,"['0899-7640', '1552-7395']",445251,1637,Uknown
066029777,"['1741-315X', '1476-1270']",447191,476,Uknown
066029837,"['1552-5457', '0075-4242']",442852,710,Uknown
06602989599,"['0007-4403', '1968-3766']",476394,719,Uknown
066030545,"['2081-1446', '2719-8014']",500700,6,True
06603054612,"['1568-0584', '1570-0615']",440427,173,Uknown
06603054684,"['1568-1475', '1569-9773']",440959,319,Uknown
06603054751,"['1568-1491', '1569-9749']",440525,147,Uknown
066030601,"['1415-7543', '1981-9021']",494283,69,True
06603066359,['1533-6271'],439106,445,Uknown
066030989,"['1058-6407', '1530-9134']",414541,1073,Uknown
06603102846,"['0075-4161', '2052-6512']",488186,29,Uknown
06603120668,"['2101-0382', '0181-4095']",474557,833,Uknown
066031348,"['1758-535X', '1079-5006']",444137,4948,Uknown
066031370,"['1079-5014', '1758-5368']",444138,3310,Uknown
06603226974,['1893-3211'],479096,116,True
06603227011,"['2719-860X', '1896-9380']",501755,156,True
06603233358,"['0019-7262', '1613-0405']",441556,468,Uknown
06603233532,"['0080-3898', '1613-0413']",481806,240,Uknown
066032653,"['0037-3222', '1538-3555']",446909,1572,Uknown
06603299384,"['1384-5829', '2352-118X']",483117,26,Uknown
06603299414,"['2352-1171', '1384-5845']",478503,158,Uknown
066033365,"['1420-7834', '2673-5377']",483157,34,Uknown
066033823,"['1420-8008', '1421-9824']",429687,2512,Uknown
06603503235,"['1330-0644', '1848-6371']",473736,4,Uknown
06603520171,"['1949-3533', '1056-7941']",483790,644,Uknown
066036096,['0003-4487'],437751,2467,Uknown
066036248,"['0003-4800', '1469-1809']",437780,3085,Uknown
