EP_id,Publications_in_venue,Original Title,Country of Publication,ERIH PLUS Disciplines,disc_count
503825,185,Journal of African Development,United States,"Cultural Studies, Business and Management, Demography, Economics, Political Sciences and International Relations, Sociology, Social Statistics and Informatics, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",10
494618,419,3D Printing and Additive Manufacturing,United States,Science and Technology Studies,1
451879,120,Explorations in Renaissance Culture,United States,History,1
440113,219,Eighteenth-century life (Print),United States,Literature,1
444667,676,Measurement and Evaluation in Counseling and Development,United States,Psychology,1
478481,394,Journal of Transport and Land Use,United States,Human Geography and Urban Studies,1
488201,6,connexions • international professional communication journal,United States,Media Studies and Communication,1
442694,839,Journal of Contemporary Criminal Justice,United States,"Law, Sociology",2
340361,1556,Annals of Science,United States,History & Philosophy of Science,1
339906,4248,Radiocarbon: An International Journal of Cosmogenic Isotope Research,United States,"Anthropology, Archaeology",2
448049,2331,Violence against Women,United States,Gender Studies,1
341946,856,Environmental Ethics,United States,Philosophy,1
440087,1352,Educational Administration Quarterly,United States,Pedagogical & Educational Research,1
343501,1848,Journal of Biblical Literature,United States,Religious Studies and Theology,1
440591,1245,Explorations in economic history (EEH),United States,History,1
343239,2642,Family Process,United States,Psychology,1
439638,943,Cultural anthropology,United States,Anthropology,1
437536,5017,American Antiquity,United States,Archaeology,1
445662,1065,Personal Relationships,United States,Psychology,1
342541,1820,Journal of Aging and Health,United States,Psychology,1
477038,1795,Mindfulness,United States,Psychology,1
439793,2403,Decision Sciences,United States,Psychology,1
440845,504,Gender Issues,United States,Gender Studies,1
441437,1323,IEEE Transactions on Professional Communication,United States,Media Studies and Communication,1
474964,531,Journal of Computing in Higher Education,United States,Pedagogical & Educational Research,1
