EP_id,Publications_in_venue,Original Title,Country of Publication,ERIH PLUS Disciplines,disc_count
443405,716,Journal of New Music Research,United Kingdom,Musicology,1
485468,134,The International Journal of Social Quality,United Kingdom,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
483740,248,"Advances in Dual Diagnosis: Policy, practice and research in mental health and substance use",United Kingdom,Psychology,1
489168,95,19: interdisciplinary studies in the long nineteenth century,United Kingdom,"History, Cultural Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
480004,249,Reformation and Renaissance Review,United Kingdom,Religious Studies and Theology,1
478477,383,International Journal of Speech Language and The Law,United Kingdom,Linguistics,1
477514,675,Criminology & Criminal Justice,United Kingdom,Law,1
484930,146,Journal of Dance & Somatic Practices,United Kingdom,Interdisciplinary research in the Humanities,1
485804,174,Catalan Journal of Communication & Cultural Studies,United Kingdom,"Cultural Studies, Media Studies and Communication",2
449266,321,Midland History,United Kingdom,History,1
471117,520,International Review of Victimology,United Kingdom,Psychology,1
439487,967,Contemporary Music Review,United Kingdom,Musicology,1
444962,414,Moreana,United Kingdom,"Cultural Studies, History, Literature, Religious Studies and Theology",4
484093,174,Rural Theology,United Kingdom,"Religious Studies and Theology, Environmental Studies",2
475627,116,Journeys: The International Journal of Travel & Travel Writing,United Kingdom,"Anthropology, Literature",2
447500,915,The British Accounting Review,United Kingdom,Business and Management,1
434954,379,"Politics, Philosophy and Economics",United Kingdom,Philosophy,1
447809,996,"Tourism Geographies: an international journal of tourism space, place and environment",United Kingdom,"Sociology, Interdisciplinary research in the Social Sciences",2
444895,636,Modern Italy,United Kingdom,"Literature, History",2
437687,1066,Angelaki,United Kingdom,"Literature, Philosophy",2
485295,273,Asian Journal of Comparative Law (AsJCL),United Kingdom,Law,1
483083,154,Historical Studies in Industrial Relations,United Kingdom,History,1
341229,991,Journal of Advertising Research,United Kingdom,"Media Studies and Communication, Business and Management",2
444292,716,"Language, Culture and Curriculum",United Kingdom,"Pedagogical & Educational Research, Linguistics",2
446337,770,Ratio,United Kingdom,Philosophy,1
478845,95,Arms & Armour,United Kingdom,History,1
440714,334,Folk life,United Kingdom,Anthropology,1
471820,545,Discourse & Communication,United Kingdom,Media Studies and Communication,1
503942,3,African Journal of Terrorism and Insurgency Research (AJoTIR),United Kingdom,"History, Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",3
500028,410,Open Research Europe,United Kingdom,"Archaeology, Art and Art History, History, Media Studies and Communication, Business and Management, Economics, Law, Political Sciences and International Relations, Science and Technology Studies, Social Statistics and Informatics, Human Geography and Urban Studies, Linguistics, Literature, Philosophy, Psychology, Religious Studies and Theology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",18
470311,129,Popular Music History,United Kingdom,Musicology,1
484891,134,Journal of Adult Theological Education,United Kingdom,"Philosophy, Religious Studies and Theology",2
476410,402,Feminist Theology,United Kingdom,"Religious Studies and Theology, Gender Studies",2
446999,1002,Social history of medicine,United Kingdom,"History & Philosophy of Science, History",2
444735,411,Mediterranean Historical Review,United Kingdom,History,1
446336,904,Ratio Juris,United Kingdom,Philosophy,1
496521,78,Emotions and Society,United Kingdom,"Sociology, Interdisciplinary research in the Social Sciences",2
478083,577,International Journal of Law in Context,United Kingdom,"Interdisciplinary research in the Social Sciences, Law",2
438738,737,Bulletin of the Institute of Classical Studies (BICS),United Kingdom,"Archaeology, Classical Studies, History, Linguistics, Literature",5
477335,33,PentecoStudies,United Kingdom,"Interdisciplinary research in the Humanities, Religious Studies and Theology",2
478588,176,Organizational Psychology Review,United Kingdom,Psychology,1
441908,599,International Journal of Lexicography,United Kingdom,Linguistics,1
439610,902,Critique of Anthropology,United Kingdom,Anthropology,1
480609,30,Journal of Research Design and Statistics in Linguistics and Communication Science,United Kingdom,"Linguistics, Social Statistics and Informatics",2
484440,467,Journal of Victorian Culture,United Kingdom,"History, Literature",2
445477,1523,Organization,United Kingdom,Business and Management,1
343546,518,Nordic Journal of Linguistics,United Kingdom,Linguistics,1
481595,1146,Journal for the History of Astronomy,United Kingdom,History & Philosophy of Science,1
443980,423,Journal of the Royal Musical Association,United Kingdom,Musicology,1
488305,90,Journal of Holy Land and Palestine Studies,United Kingdom,"History, Political Sciences and International Relations, Religious Studies and Theology",3
485585,26,Australasian Journal of Organisational Psychology,United Kingdom,Psychology,1
490274,42,Human Remains and Violence: an Interdisciplinary Journal,United Kingdom,"Anthropology, Archaeology, History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",5
340324,811,Environmental Values,United Kingdom,"Human Geography and Urban Studies, Philosophy",2
446253,1863,International Journal of Qualitative Studies in Education,United Kingdom,Pedagogical & Educational Research,1
340165,1195,"Governance. An International Journal of Policy, Administration and Institutions",United Kingdom,Political Sciences and International Relations,1
343183,2314,Economics of Education Review,United Kingdom,Pedagogical & Educational Research,1
476819,584,Gender in Management,United Kingdom,Business and Management,1
484384,1093,Britannia,United Kingdom,"Classical Studies, History",2
437815,1291,Annual of the British School at Athens,United Kingdom,"History, Classical Studies, Archaeology",3
445667,1901,Personnel Review,United Kingdom,Psychology,1
343271,2740,Population Studies,United Kingdom,History,1
469993,574,Leadership,United Kingdom,"Political Sciences and International Relations, Sociology",2
439164,1697,Clinical Linguistics & Phonetics,United Kingdom,Linguistics,1
438431,1729,Bioethics,United Kingdom,"Philosophy, Religious Studies and Theology",2
430159,2680,Cognition & Emotion,United Kingdom,Psychology,1
343172,2475,Journal of Management Studies,United Kingdom,"Business and Management, Psychology",2
341098,4975,Journal of Marriage and Family,United Kingdom,Psychology,1
481965,559,Lithic Technology,United Kingdom,"Anthropology, Archaeology",2
437990,685,Archaeological Prospection,United Kingdom,Archaeology,1
470815,751,Socio-Economic Review,United Kingdom,"Political Sciences and International Relations, Sociology",2
443636,772,Journal of Public Policy,United Kingdom,Political Sciences and International Relations,1
438068,347,arq: Architectural Research Quarterly,United Kingdom,Art and Art History,1
444096,978,Journal of Vocational Education and Training,United Kingdom,Pedagogical & Educational Research,1
476393,274,Gender and Language,United Kingdom,"Interdisciplinary research in the Social Sciences, Linguistics",2
442054,558,International Journal of Training and Development,United Kingdom,Pedagogical & Educational Research,1
483209,112,Royal Musical Association Research Chronicle,United Kingdom,Musicology,1
442123,712,International Studies in the Philosophy of Science,United Kingdom,"History & Philosophy of Science, Philosophy",2
484095,290,Black Theology,United Kingdom,Religious Studies and Theology,1
438656,300,British Journal of Music Therapy (BJMT),United Kingdom,Musicology,1
440013,258,Early Music History,United Kingdom,Musicology,1
342114,1011,Popular Music,United Kingdom,Musicology,1
438801,426,Cambridge Opera Journal,United Kingdom,Musicology,1
486032,300,Think: Philosophy for everyone,United Kingdom,Philosophy,1
440249,649,English Language and Linguistics,United Kingdom,Linguistics,1
446639,797,Rhetoric Review,United Kingdom,"Political Sciences and International Relations, Sociology, Linguistics, Literature",4
440946,916,German Politics,United Kingdom,"Political Sciences and International Relations, Sociology",2
437959,1794,Applied Psychology,United Kingdom,Psychology,1
481414,621,Episteme: A journal of individual and social epistemology,United Kingdom,Philosophy,1
343283,725,Journal for the Study of the New Testament,United Kingdom,Religious Studies and Theology,1
427612,908,Women's History Review,United Kingdom,"History, Gender Studies",2
480432,154,Bulletin of the History of Archaeology,United Kingdom,"Archaeology, History & Philosophy of Science",2
448170,2477,Women's Studies: International Forum,United Kingdom,Gender Studies,1
495174,65,Irish Journal of Occupational Therapy (IJOT),United Kingdom,"Business and Management, Interdisciplinary research in the Social Sciences",2
342945,898,International History Review,United Kingdom,History,1
447380,4011,Teachers College Record (TCR),United Kingdom,Pedagogical & Educational Research,1
442804,588,"Learning, Media & Technology",United Kingdom,Media Studies and Communication,1
503850,84,Journal of Humanities and Applied Social Sciences,United Kingdom,"Anthropology, Library and Information Science, Business and Management, Economics, Law, Political Sciences and International Relations, Sociology, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",10
440248,3172,English Historical Review,United Kingdom,History,1
447118,339,Spatial Cognition and Computation,United Kingdom,Psychology,1
474707,315,Animation,United Kingdom,"Art and Art History, Cultural Studies, Film and Theatre Studies, Media Studies and Communication",4
341053,1315,Child Abuse Review http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291099-0852,United Kingdom,"Psychology, Sociology",2
476565,696,"Equality, Diversity and Inclusion (EDI)",United Kingdom,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
491256,160,Redesciptions,United Kingdom,"Gender Studies, Political Sciences and International Relations, Philosophy, Interdisciplinary research in the Humanities",4
341525,1043,European Journal of Cultural Studies,United Kingdom,Pedagogical & Educational Research,1
440415,951,European Journal of Archaeology,United Kingdom,Archaeology,1
441215,1153,History of the Human Sciences,United Kingdom,History & Philosophy of Science,1
490890,44,Transnational Marketing Journal,United Kingdom,"Business and Management, Economics, Interdisciplinary research in the Social Sciences",3
480746,93,Applied Theatre Research,United Kingdom,"Film and Theatre Studies, Interdisciplinary research in the Humanities",2
491716,38,Journal of African Foreign Affairs (JoAFA),United Kingdom,Political Sciences and International Relations,1
503940,4,JOURNAL OF SOMALI STUDIES: Research on Somalia and the Greater Horn of African Countries,United Kingdom,"Anthropology, History, Political Sciences and International Relations, Environmental Studies",4
445919,1165,Political Communication,United Kingdom,"Media Studies and Communication, Political Sciences and International Relations",2
441217,1156,History Workshop Journal,United Kingdom,"History, Political Sciences and International Relations",2
343590,1119,Journal for the Theory of Social Behaviour,United Kingdom,Psychology,1
442351,1666,Journal of African History,United Kingdom,History,1
493221,132,European Journal of Language Policy,United Kingdom,"Linguistics, Interdisciplinary research in the Social Sciences",2
443647,533,Journal of Quantitative Linguistics,United Kingdom,Linguistics,1
341391,922,International Politics,United Kingdom,Political Sciences and International Relations,1
441200,700,History and Philosophy of Logic,United Kingdom,"Philosophy, History & Philosophy of Science",2
440783,533,French History,United Kingdom,History,1
442022,1053,International Journal of Social Research Methodology: Theory and Practice,United Kingdom,Interdisciplinary research in the Social Sciences,1
444295,1026,Language Learning Journal,United Kingdom,Pedagogical & Educational Research,1
443091,1650,The Journal of Industrial Economics,United Kingdom,"Business and Management, Economics",2
438768,446,Byzantine and modern Greek studies,United Kingdom,History,1
484075,140,Reformation,United Kingdom,"History, Religious Studies and Theology",2
444056,860,Journal of Urban Design,United Kingdom,Art and Art History,1
446207,1470,Psychology of Music,United Kingdom,Musicology,1
438360,1570,Behavioural and Cognitive Psychotherapy,United Kingdom,Psychology,1
485244,130,Religions of South Asia,United Kingdom,Religious Studies and Theology,1
440761,535,Forum for Modern Language Studies,United Kingdom,"Cultural Studies, Linguistics, Literature",3
487750,125,Modern Languages Open,United Kingdom,"Film and Theatre Studies, Linguistics, Literature",3
437517,222,Al-Masāq,United Kingdom,History,1
442851,821,Journal of English for Academic Purposes,United Kingdom,Linguistics,1
432940,887,Economics and Philosophy,United Kingdom,"History & Philosophy of Science, Philosophy",2
486045,159,Journal of Lithic Studies,United Kingdom,Archaeology,1
478828,250,Publications of the English Goethe Society,United Kingdom,Literature,1
451604,417,Romance Studies,United Kingdom,Literature,1
443925,343,Journal of the History of Collections,United Kingdom,"Art and Art History, History",2
443302,5362,Journal of Medical Ethics,United Kingdom,"Religious Studies and Theology, Philosophy",2
474914,196,European Journal of American Culture,United Kingdom,"Cultural Studies, Interdisciplinary research in the Humanities, Literature",3
441972,848,International Journal of Philosophical Studies,United Kingdom,Philosophy,1
430140,840,History and Anthropology,United Kingdom,"Anthropology, History",2
476615,92,International Journal of Strategic Change Management,United Kingdom,"Business and Management, Interdisciplinary research in the Humanities",2
341529,1630,Journal of Medicine and Philosophy,United Kingdom,"History & Philosophy of Science, Philosophy",2
440844,842,Gender & History,United Kingdom,"Art and Art History, Gender Studies, History",3
448206,680,World Trade Review,United Kingdom,Law,1
485194,24,Journal for the Academic Study of Religion (JASR),United Kingdom,Religious Studies and Theology,1
486786,136,Journal of Italian Cinema & Media Studies (JICMS),United Kingdom,"Cultural Studies, Film and Theatre Studies, Media Studies and Communication",3
480871,232,Interest Groups & Advocacy,United Kingdom,Political Sciences and International Relations,1
484092,257,Landscapes,United Kingdom,"History, Environmental Studies",2
468715,445,Journal of Adventure Education and Outdoor Learning,United Kingdom,Pedagogical & Educational Research,1
485119,195,Contemporary Japan,"Germany, United Kingdom","History, Sociology",2
478783,710,HAU: Journal of Ethnographic Theory,United Kingdom,Anthropology,1
487898,402,Asian Englishes,United Kingdom,"Library and Information Science, Sociology, Linguistics, Interdisciplinary research in the Social Sciences",4
494602,223,Southeastern Archaeology,United Kingdom,"Archaeology, History",2
442796,1323,Journal of Educational Administration,United Kingdom,Pedagogical & Educational Research,1
437989,511,Archaeological Dialogues,United Kingdom,Archaeology,1
412123,932,Culture & Psychology,United Kingdom,Psychology,1
340935,1289,Economic and Industrial Democracy: an international journal,United Kingdom,"Business and Management, Political Sciences and International Relations",2
443767,1068,Journal of Southeast Asian Studies,United Kingdom,"History, Interdisciplinary research in the Humanities",2
447191,488,Strategic Organization,United Kingdom,"Business and Management, Economics",2
488186,29,The Journal of  Belarusian Studies,United Kingdom,"Cultural Studies, History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Linguistics, Literature, Political Sciences and International Relations, Religious Studies and Theology",8
437780,3085,Annals of Human Genetics,United Kingdom,Anthropology,1
442965,561,Journal of French Language Studies,United Kingdom,Linguistics,1
438237,2274,Australasian Journal of Philosophy,United Kingdom,"History & Philosophy of Science, Philosophy",2
340079,2335,Health Education Research,United Kingdom,Pedagogical & Educational Research,1
445123,1685,Neurocase,United Kingdom,Psychology,1
492779,420,"International Journal of Fashion Design, Technology and Education",United Kingdom,"Art and Art History, Interdisciplinary research in the Humanities",2
483208,176,Visual Culture in Britain,United Kingdom,Art and Art History,1
442687,621,Journal of Consumer Culture,United Kingdom,"Business and Management, Sociology",2
477763,4648,Sage Open,United Kingdom,"Art and Art History, Gender Studies, History, Cultural Studies, Media Studies and Communication, Film and Theatre Studies, Economics, Political Sciences and International Relations, Sociology, Literature, Pedagogical & Educational Research, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",14
477061,122,"Journal of Educational Media, Memory and Society",United Kingdom,"Media Studies and Communication, Pedagogical & Educational Research",2
446998,799,Social history (London),United Kingdom,History,1
430425,803,Child Care in Practice,United Kingdom,Psychology,1
446446,907,Research Papers in Education,United Kingdom,Pedagogical & Educational Research,1
418707,2996,Chemical Senses,United Kingdom,Psychology,1
343310,3318,Economica,United Kingdom,"Business and Management, Economics",2
441777,590,International Journal of Children's Spirituality,United Kingdom,Religious Studies and Theology,1
470627,119,Sartre Studies International,United Kingdom,"Literature, Philosophy",2
343615,7205,Addictive Behaviours,United Kingdom,Psychology,1
445464,851,Orbis Litterarum,United Kingdom,Literature,1
428607,1757,Journal of Peasant Studies,United Kingdom,History,1
475467,314,International Journal of Human Resources Development and Management,United Kingdom,Pedagogical & Educational Research,1
439906,536,Digital Creativity,United Kingdom,Art and Art History,1
442525,2578,Journal of Business Finance & Accounting,United Kingdom,"Business and Management, Economics",2
442020,2240,International Journal of Social Economics,United Kingdom,"Economics, Interdisciplinary research in the Social Sciences",2
343261,2752,Food Policy,United Kingdom,"Economics, Interdisciplinary research in the Social Sciences",2
480670,102,Museums Worlds: Advances in Research,United Kingdom,Anthropology,1
485721,191,Journal of Anglican Studies,United Kingdom,Religious Studies and Theology,1
441918,502,International Journal of Maritime History,United Kingdom,History,1
484976,114,Modernist Cultures,United Kingdom,"Cultural Studies, Literature",2
484902,198,Derrida Today,United Kingdom,"Literature, Philosophy",2
447015,979,Social Semiotics,United Kingdom,Media Studies and Communication,1
476064,421,Innovation in Language Learning and Teaching,United Kingdom,"Classical Studies, Linguistics, Literature",3
422429,2314,Disability & Society,United Kingdom,Pedagogical & Educational Research,1
440848,1404,"Gender, Work & Organization",United Kingdom,"Psychology, Gender Studies",2
440620,1546,Feminist Media Studies,United Kingdom,Gender Studies,1
496691,132,Deleuze and Guattari studies,United Kingdom,"Art and Art History, Literature, Philosophy",3
469921,562,"Health Economics, Policy and Law",United Kingdom,"Law, Economics",2
439100,3781,Cities: The International Journal of Urban Policy and Planning,United Kingdom,"Sociology, Human Geography and Urban Studies",2
439227,1253,Cognitive Neuropsychology,United Kingdom,Psychology,1
488330,180,Accounting History Review,United Kingdom,Business and Management,1
443056,778,Journal of Historical Sociology,United Kingdom,History,1
480983,78,Secularism and Nonreligion,United Kingdom,Religious Studies and Theology,1
484934,257,Journal of Open Research Software,United Kingdom,"Science and Technology Studies, Pedagogical & Educational Research",2
483410,94,Nineteenth Century Theatre and Film,United Kingdom,"Film and Theatre Studies, Literature",2
440519,634,European Union Politics,United Kingdom,Political Sciences and International Relations,1
342897,4238,Human Relations,United Kingdom,Psychology,1
447737,1597,Theory & psychology,United Kingdom,Psychology,1
437269,421,Active Learning in Higher Education,United Kingdom,Pedagogical & Educational Research,1
444206,382,Konsthistorisk tidskrift,United Kingdom,Art and Art History,1
341980,1779,"Culture, Health and Sexuality",United Kingdom,Psychology,1
441597,1968,"Information, Communication & Society",United Kingdom,"Interdisciplinary research in the Social Sciences, Media Studies and Communication",2
444318,1054,"Laterality: Asymmetries of Body, Brain and Cognition",United Kingdom,Psychology,1
469887,540,Maritime Economics & Logistics,United Kingdom,"Economics, Interdisciplinary research in the Social Sciences",2
451484,320,Comparative Critical Studies,United Kingdom,Literature,1
441207,845,History of Photography,United Kingdom,Art and Art History,1
475763,343,Industrial Archaeology Review,United Kingdom,"Archaeology, History, Art and Art History, History & Philosophy of Science",4
442317,670,Journal for the Study of the Old Testament,United Kingdom,Religious Studies and Theology,1
445742,1430,Philosophy & Social Criticism,United Kingdom,Philosophy,1
447259,1524,Studies in Educational Evaluation,United Kingdom,Pedagogical & Educational Research,1
441204,1713,History of European Ideas,United Kingdom,History,1
479999,54,European Comic Art,United Kingdom,"Cultural Studies, Interdisciplinary research in the Humanities",2
478585,577,Mental Health Review Journal,United Kingdom,"Psychology, Interdisciplinary research in the Social Sciences",2
439580,1116,Critical Quarterly,United Kingdom,Literature,1
444995,496,Music Analysis,United Kingdom,Musicology,1
445521,930,Oxford Journal of Archaeology,United Kingdom,Archaeology,1
339890,1338,Sociological Methods & Research,United Kingdom,"Sociology, Social Statistics and Informatics",2
438858,1717,Canadian Journal on Aging/La Revue canadienne du vieillissement,United Kingdom,Sociology,1
339856,1906,Modern Asian Studies,United Kingdom,History,1
340676,3599,International Journal of Human Resource Management,United Kingdom,Psychology,1
439383,1096,Computer Assisted Language Learning,United Kingdom,Linguistics,1
442981,1096,Journal of Gender Studies,United Kingdom,"Psychology, Gender Studies",2
476467,420,Psychology & Sexuality,United Kingdom,Gender Studies,1
440094,2692,Educational Philosophy and Theory,United Kingdom,"Philosophy, Pedagogical & Educational Research",2
440100,1661,Educational Research,United Kingdom,Pedagogical & Educational Research,1
440103,1824,Educational review (Birmingham),United Kingdom,Pedagogical & Educational Research,1
485383,171,The Cambridge Journal of Anthropology,United Kingdom,Anthropology,1
439801,1530,Dementia,United Kingdom,Psychology,1
442791,800,Journal of Education and Work,United Kingdom,Pedagogical & Educational Research,1
439226,780,Cognitive Neuropsychiatry,United Kingdom,Psychology,1
342927,635,Symbolae Osloenses - Norwegian Journal of Greek and Latin Studies,United Kingdom,"History, Classical Studies",2
440271,477,Environment and History,United Kingdom,History,1
440061,904,Economic Systems Research,United Kingdom,"Business and Management, Economics",2
443502,481,Journal of Pension Economics and Finance,United Kingdom,Economics,1
440594,593,Extrapolation,United Kingdom,Literature,1
468276,512,Journal of Critical Realism,United Kingdom,Philosophy,1
440716,1837,Folklore,United Kingdom,Anthropology,1
440944,821,German Life and Letters,United Kingdom,Literature,1
436010,775,Cultura y Educación,United Kingdom,Pedagogical & Educational Research,1
444378,1272,Leiden Journal of International Law,United Kingdom,Law,1
476427,948,Irish Educational Studies,United Kingdom,Pedagogical & Educational Research,1
339933,1285,Journal of Community and Applied Social Psychology,United Kingdom,Psychology,1
443629,1149,Journal of public administration research and theory,United Kingdom,"Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",2
468528,315,International Journal of Media & Cultural Politics,United Kingdom,"Cultural Studies, Interdisciplinary research in the Social Sciences, Media Studies and Communication, Political Sciences and International Relations, Sociology",5
472914,403,International Electronic Journal of Mathematics Education (IEJME),United Kingdom,Pedagogical & Educational Research,1
471224,668,Journal of Institutional Economics,United Kingdom,Economics,1
446989,1374,Social & Cultural Geography,United Kingdom,"Environmental Studies, Human Geography and Urban Studies",2
440925,1125,Geopolitics,United Kingdom,"Political Sciences and International Relations, Human Geography and Urban Studies",2
343358,1660,Journal of Social Policy,United Kingdom,Sociology,1
494887,154,"Tapuya: Latin American Science, Technology and Society",United Kingdom,"Anthropology, Gender Studies, History & Philosophy of Science, Cultural Studies, Media Studies and Communication, Political Sciences and International Relations, Sociology, Environmental Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",10
503990,140,Emerald Open Research,,"Economics, Sociology, Social Statistics and Informatics, Environmental Studies, Human Geography and Urban Studies, Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences, Business and Management, Demography",9
483615,126,Journal of Spanish Language Teaching,United Kingdom,"Linguistics, Pedagogical & Educational Research",2
342177,14046,Animal Behaviour,United Kingdom,Psychology,1
469917,277,Annals of Actuarial Science,United Kingdom,Business and Management,1
504671,30,Journal of Open Hardware,United Kingdom,"Economics, Sociology, Environmental Studies",3
442970,1731,Journal of Further and Higher Education,United Kingdom,Pedagogical & Educational Research,1
438641,1741,British Journal of Clinical Psychology,United Kingdom,Psychology,1
484496,168,Scottish Archaeological Journal,United Kingdom,"Archaeology, Art and Art History",2
432451,2396,Ageing & Society,United Kingdom,Psychology,1
445273,588,Northern History,United Kingdom,History,1
340467,1502,Feminism and Psychology,United Kingdom,"Psychology, Gender Studies",2
440526,787,"Evaluation: International Journal of Theory, Research and Practice",United Kingdom,Pedagogical & Educational Research,1
413517,608,"Housing, Theory and Society",United Kingdom,Human Geography and Urban Studies,1
468624,314,Latin American and Caribbean Ethnic Studies (LACES),United Kingdom,"Cultural Studies, Literature, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
438652,1430,British Journal of Management,United Kingdom,Psychology,1
441141,423,High Ability Studies,United Kingdom,"Psychology, Pedagogical & Educational Research",2
442172,1757,Irish Journal of Psychological Medicine,United Kingdom,Psychology,1
444835,1698,Middle Eastern Studies,United Kingdom,History,1
482328,1219,Studies in Church History,United Kingdom,History,1
442889,1143,Journal of European Integration,United Kingdom,"Business and Management, Political Sciences and International Relations",2
439803,1479,Democratization,United Kingdom,Political Sciences and International Relations,1
440093,797,Educational Media International,United Kingdom,Pedagogical & Educational Research,1
470589,122,The Keats-Shelley Review,United Kingdom,Literature,1
443265,551,Journal of material culture,United Kingdom,"Art and Art History, Anthropology, Archaeology",3
441761,272,The International Journal of Asian Studies,United Kingdom,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
478839,284,Ming Studies,United Kingdom,"Cultural Studies, History",2
449304,866,European Journal of Developmental Psychology,United Kingdom,Psychology,1
468460,609,International Journal of Multilingualism,United Kingdom,Linguistics,1
438648,1886,British Journal of Guidance and Counselling,United Kingdom,"Psychology, Pedagogical & Educational Research",2
438755,476,Business and Politics,United Kingdom,"Business and Management, Political Sciences and International Relations",2
439738,932,Curriculum Journal,United Kingdom,Pedagogical & Educational Research,1
481030,106,Journal of African Cinemas,United Kingdom,"Cultural Studies, Film and Theatre Studies, Media Studies and Communication",3
438662,2915,British Journal of Psychology,United Kingdom,Psychology,1
438800,1628,The Cambridge Law Journal,United Kingdom,Law,1
482182,237,Irish Economic and Social History,United Kingdom,"Economics, History",2
482409,683,Iran: Journal of the British Institute of Persian Studies,United Kingdom,Archaeology,1
444530,676,Management and Organization Review,United Kingdom,Business and Management,1
503851,118,Review of Economics and Political Science,United Kingdom,"Economics, Political Sciences and International Relations",2
478922,287,Analytic Philosophy,United Kingdom,Philosophy,1
479815,591,Research in Learning Technology (RLT),United Kingdom,Pedagogical & Educational Research,1
478838,153,Twentieth-Century China,United Kingdom,"Cultural Studies, History",2
474425,1002,European Political Science,United Kingdom,Political Sciences and International Relations,1
342589,2415,European Journal of Political Research,United Kingdom,"Business and Management, Economics",2
484904,161,Journal of Scottish Historical Studies,United Kingdom,History,1
451675,386,Studies in Travel Writing,United Kingdom,Literature,1
450972,373,Early Popular Visual Culture,United Kingdom,Art and Art History,1
442783,778,Journal of Economic Methodology,United Kingdom,Philosophy,1
439856,2540,Development and Psychopathology,United Kingdom,Psychology,1
436041,972,Human Resource Management Journal,United Kingdom,"Interdisciplinary research in the Humanities, Psychology",2
490888,48,Border Crossing,United Kingdom,"Anthropology, Business and Management, Demography, Law, Political Sciences and International Relations, Sociology, Human Geography and Urban Studies, Literature, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",10
341779,5205,Journal of Child Psychology and Psychiatry,United Kingdom,Psychology,1
442090,4142,International Psychogeriatrics,United Kingdom,Psychology,1
486060,358,Cambridge Yearbook of European Legal Studies,United Kingdom,Law,1
451510,217,Critical Survey,United Kingdom,Literature,1
343035,991,Identities: Global Studies in Culture and Power,United Kingdom,Anthropology,1
440277,1553,Environmental Education Research,United Kingdom,Pedagogical & Educational Research,1
448060,1416,Visual Cognition,United Kingdom,Psychology,1
341902,2044,"Work, Employment and Society",United Kingdom,Psychology,1
443685,387,Journal of Research in International Education,United Kingdom,Pedagogical & Educational Research,1
444088,518,Journal of Visual Culture,United Kingdom,"Art and Art History, Demography, Film and Theatre Studies, Interdisciplinary research in the Humanities, Media Studies and Communication",5
440593,1215,Expository Times,United Kingdom,Religious Studies and Theology,1
447389,946,Teaching Statistics,United Kingdom,"Pedagogical & Educational Research, Social Statistics and Informatics",2
444849,4197,Mind,United Kingdom,Philosophy,1
483933,1204,Kiva,United Kingdom,"Anthropology, Archaeology, History",3
468711,1028,European Early Childhood Education Research Journal,United Kingdom,Pedagogical & Educational Research,1
343416,1017,Entrepreneurship and Regional Development,United Kingdom,Business and Management,1
445281,1116,Notes and Records of the Royal Society of London,United Kingdom,History & Philosophy of Science,1
475129,1589,International Review of the Red Cross,United Kingdom,Law,1
437862,1547,Anthropology Today,United Kingdom,Anthropology,1
437889,2673,Aphasiology,United Kingdom,"Linguistics, Psychology",2
447782,719,Tizard Learning Disability Review,United Kingdom,Interdisciplinary research in the Social Sciences,1
480141,437,Edinburgh Law Review,United Kingdom,Law,1
441274,935,Human Resource Development International,United Kingdom,"Psychology, Pedagogical & Educational Research",2
442746,576,Journal of Design History,United Kingdom,"History, Art and Art History",2
478840,460,The London Journal,United Kingdom,History,1
