,EP_id,Publications_in_venue,OC_omid,issn,Open Access
8537,505006,24,0610723228,['2738-2656'],True
6470,493808,24,061802629276,"['2405-5069', '2405-5050']",Unknown
6286,493204,24,06802371045,['2566-7742'],Unknown
4203,484481,24,061801860427,['0771-5420'],Unknown
4777,486146,24,06602213958,['2237-8057'],Unknown
6007,490948,24,06702222650,"['2316-1108', '1517-9699']",True
5139,487196,24,062601649555,"['1695-8403', '2254-7592']",True
3690,482161,24,061601274448,"['0323-1119', '2570-9127']",Unknown
3936,483404,24,06702753458,['1731-450X'],Unknown
5936,490709,24,061602122649,"['2683-1813', '2007-1833']",True
5921,490633,24,061901404426,['2007-3607'],Unknown
3540,481466,24,06170194919,['0170-5792'],Unknown
3653,482009,24,061401569291,"['0212-0372', '2014-3885']",True
5208,487561,24,062501127435,['1805-7225'],Unknown
5284,488018,24,06601105498,"['2189-9568', '1344-9109']",Unknown
5849,490385,24,062601829026,['1518-1219'],True
5012,486863,24,06602371614,"['2391-7903', '2084-7963']",True
3504,481003,24,061401378408,"['1848-9532', '1330-3627']",True
6419,493663,24,061602025240,['2285-388X'],Unknown
3142,476972,24,061701936886,"['1972-5485', '1971-7105']",Unknown
5104,487075,24,06501681940,"['1846-3606', '1849-0018']",Unknown
3202,477679,24,061201658543,['2174-548X'],True
5110,487093,24,062501828917,['2179-1902'],True
6318,493294,24,062301776457,"['2534-952X', '2534-9538']",True
3527,481309,24,061401569590,['2014-7910'],True
5019,486875,24,0624049795,"['2392-1617', '1899-315X']",True
4435,485194,24,06601357961,"['2047-7058', '2047-704X']",Unknown
6096,491159,24,06102263773,['2313-4895'],True
4170,484191,24,061501123418,['1582-3458'],True
4475,485306,24,062301255569,"['2719-7522', '2084-0578']",True
4768,486109,24,06201730668,"['0137-2432', '2084-4077']",True
5410,488449,24,06501783590,['1981-4062'],True
3318,478879,24,061401481700,['1904-5352'],True
3878,483122,24,0618068863,"['2214-8965', '1386-5870']",Unknown
2635,471104,23,06402285221,['2215-4094'],True
5597,489054,23,061402196835,"['1519-7778', '2316-8838']",True
5170,487322,23,06602215463,"['0213-2214', '2660-714X']",True
5570,488942,23,061401081225,"['1848-1035', '1848-4956']",True
7952,501980,23,061401627924,"['2602-3954', '2602-4152']",True
6681,494981,23,061902009102,['1647-712X'],Unknown
3817,482916,23,061501642703,"['1137-8905', '2660-891X']",True
171,341079,23,062401233195,"['0348-1646', '2343-4929']",True
5290,488037,23,06901431501,['2353-5164'],Unknown
5123,487134,23,06102297572,['2373-5929'],True
5076,487012,23,0690957266,['2313-7525'],Unknown
3343,479099,23,06902230744,['2244-9140'],Unknown
8562,505239,23,062202054093,['2339-9341'],Unknown
6676,494952,23,062101085378,"['2620-181X', '1451-2203']",True
7848,500646,23,06101075056,"['2710-2114', '2710-2122']",Unknown
5328,488191,23,061901436683,"['1339-9055', '1339-8660']",True
8134,502613,23,06402211023,"['1982-176X', '2176-0144']",Unknown
7079,497472,23,06903109089,"['0719-6466', '0716-2677']",True
6314,493270,23,06801829644,"['1584-0409', '2344-441X']",True
6051,491043,23,06401624987,"['2543-733X', '2451-4993']",Unknown
7275,498410,23,062302236613,"['0210-7287', '2445-2262']",True
4958,486643,23,061401569450,['2014-5748'],True
5631,489269,23,061601810172,['2317-3580'],True
4373,485027,23,06802549087,"['1898-5203', '2353-8813']",Unknown
3572,481639,23,062501820268,"['0029-8514', '2450-8349']",Unknown
4661,485858,23,06801744713,['0719-4994'],True
5068,486978,23,062201974915,['2392-2419'],True
5868,490437,23,06302294731,['2447-8733'],Unknown
6884,496787,23,06801769310,['2300-2875'],Unknown
5984,490894,23,061202087717,['2059-6588'],Unknown
8112,502471,23,06802532282,"['2237-9444', '2237-9436']",True
5965,490778,23,06702112050,['2357-9854'],True
6944,496965,23,061602085694,['2362-4191'],True
5959,490758,23,06201846164,['2550-6722'],True
6846,496695,23,06301826851,['2238-5533'],True
3781,482742,23,062301771970,['1019-8288'],Unknown
4854,486377,23,0660927122,['2038-1026'],True
7877,501760,23,06110240057,"['2632-6779', '2633-6898']",True
8413,504130,23,062602001817,"['1657-9658', '2539-4703']",True
5363,488313,23,061401569156,['2014-8100'],True
8552,505163,23,062501254435,"['2619-9068', '2146-3638']",Unknown
8332,503623,23,062501250224,"['1582-327X', '2344-4460']",True
3917,483282,23,06602405676,['1578-6676'],True
920,439630,23,062202120420,"['1133-7613', '1988-2521']",Unknown
5660,489503,23,062401072484,"['1336-9148', '2453-7845']",Unknown
5882,490496,23,06202998938,['2314-3738'],True
7379,498751,23,061501815946,"['2172-7929', '2172-7910']",True
4519,485444,23,06101422100,"['2174-0690', '1132-9947']",Unknown
4805,486200,23,061501854070,"['1139-7608', '2254-6413']",True
5308,488138,23,061301966484,"['1392-4095', '2351-6526']",True
4994,486817,23,062101916318,['0718-4867'],True
5011,486860,23,061101312421,['2658-1310'],Unknown
7186,498010,22,06702274322,"['2549-0664', '2549-0753']",True
8154,502752,22,06120895038,"['1676-4951', '2764-1287']",True
5735,489856,22,06160318763,['2409-3696'],True
7179,497985,22,061801928664,['2446-5763'],True
7108,497635,22,061301472367,['2521-1234'],True
3782,482748,22,0610795902,"['1814-2036', '1025-6555']",Unknown
6155,491342,22,06702819755,['2447-8407'],Unknown
4597,485707,22,062601927625,"['0033-2356', '2450-9361']",Unknown
2843,473952,22,061401459209,['1575-9563'],True
8289,503409,22,062071058,['1646-7752'],True
5237,487675,22,06301488478,['2340-6585'],Unknown
7825,500529,22,06301702638,"['2522-3240', '2306-9805']",Unknown
4172,484223,22,061402020104,['1783-8363'],Unknown
6772,496408,22,061501265822,['2254-0709'],True
8310,503531,22,062601666560,"['2664-3332', '2617-6696']",Unknown
5262,487889,22,061802437633,"['2413-8762', '2227-183X']",Unknown
6739,495301,22,061102087722,['2077-5180'],Unknown
4138,484104,22,06302133830,"['1852-4478', '1515-1115']",True
6923,496885,22,061201159754,"['1133-4762', '2659-3254']",Unknown
4571,485631,22,0644025324,"['0350-2058', '1849-1154']",True
6955,496989,22,06802124771,"['2359-0092', '1807-989X']",True
6995,497090,22,06170566281,['1443-0770'],Unknown
5881,490495,22,06303006872,"['1808-6578', '2238-7315']",True
8383,503965,22,061101627488,['2683-2275'],True
6684,494984,22,06302249981,['2588-0578'],Unknown
4231,484653,22,061601150361,['0967-8948'],Unknown
3523,481272,22,061901666530,"['2084-3011', '2450-2731']",Unknown
8467,504562,22,0610723246,"['2738-2699', '2738-2826']",Unknown
5796,490185,22,061801928896,"['2446-6875', '1807-5436']",True
5700,489649,22,06802237357,['2316-2341'],True
2459,468476,22,0626063165,"['2084-3852', '0239-9989']",Unknown
2589,470753,22,06501681963,"['1849-0131', '1845-6839']",Unknown
5522,488805,22,062201705225,"['2145-4493', '2027-1131']",True
5332,488200,22,06602313650,"['2528-7907', '1390-7247']",True
5624,489246,22,06402162144,['2506-6587'],True
5519,488800,22,06602451608,['2340-8960'],True
7288,498436,22,06901820382,['2475-9627'],Unknown
5009,486857,22,061201953097,"['2386-7159', '0214-8188']",True
3615,481820,22,061202753856,['0081-7147'],Unknown
4993,486815,22,06803022635,['2386-5458'],True
7279,498420,22,062201685488,['2236-3637'],Unknown
8390,504019,22,062102066615,['2637-1898'],True
4030,483902,22,06101086864,['1989-7103'],True
8081,502390,22,06802292788,"['2579-3039', '1829-0337', '1829-2429']",True
7514,499166,22,061101220172,"['2285-6773', '1453-5068']",True
4891,486480,22,062201131727,"['2080-9476', '2544-0519']",Unknown
6469,493807,21,062202217812,"['2206-7485', '2208-522X']",Unknown
5167,487277,21,06902194216,"['2353-9623', '1731-8025']",True
6123,491264,21,06401625128,['2543-8379'],Unknown
2857,474022,21,061801793733,['1695-288X'],True
6788,496488,21,06301702574,"['2522-2260', '2522-2252']",Unknown
5397,488405,21,0690786566,"['1309-1719', '1309-1786']",Unknown
7005,497122,21,061101801577,"['2611-7207', '2611-7193']",True
6161,491371,21,06901719806,['2178-0463'],True
7862,501717,21,06302570045,"['2592-8651', '2592-8643']",Unknown
6261,492993,21,061602085374,"['0329-0573', '2362-5643']",True
8428,504200,21,06102143573,"['2738-1072', '2738-1064']",True
4806,486201,21,06402285198,['2215-3934'],True
8189,502917,21,062502109127,"['1015-2091', '2602-2648']",True
7929,501868,21,06901716642,"['1410-8356', '2355-5963']",True
7847,500628,21,062401450314,['2620-2662'],Unknown
5851,490391,21,061601810225,"['2317-4153', '1415-7403']",True
8295,503473,21,06901571043,"['2498-6275', '2786-0736']",True
6709,495144,21,06170820605,['1130-5738'],Unknown
7416,498851,21,062201791282,"['2619-6328', '2619-3558']",True
7656,499583,21,062501900228,['2176-9230'],Unknown
6112,491237,21,061301981786,"['1680-8894', '2219-6714']",True
7653,499576,21,061101627404,"['2683-1783', '2007-5995']",True
4620,485774,21,062036000,"['1898-2166', '2720-6734']",Unknown
7650,499571,21,0647043470,"['2380-7679', '2380-7687']",Unknown
6203,491581,21,061602025185,"['2285-2204', '2285-3499']",True
4634,485810,21,06401496793,['2340-8464'],Unknown
6749,495353,21,06602156113,['2341-3255'],True
6033,491011,21,06101786735,"['2657-487X', '2084-8099']",True
4967,486673,21,061601640045,['2183-1750'],True
5093,487056,21,061701903155,['2081-8971'],Unknown
7621,499496,21,06702372445,"['2414-4428', '2413-810X']",True
6476,493824,21,06501282758,['2619-9351'],Unknown
6778,496448,21,061401627814,['2602-3768'],True
6932,496940,21,06901250146,"['2544-3143', '1898-4215']",Unknown
7815,500473,21,06401416882,"['2683-4898', '1821-0686']",True
4410,485096,21,06501486391,['1640-1808'],Unknown
5462,488618,21,061901393196,['2409-9554'],Unknown
4257,484773,21,06801819832,"['2449-5360', '1642-2473']",Unknown
3322,478910,21,06101743391,"['2084-2589', '0137-2904']",Unknown
8121,502549,21,0610826735,['2084-4409'],Unknown
5778,490106,21,061602220244,"['1894-8421', '2387-6743']",True
7792,500395,21,062201944464,"['2291-1731', '2291-1723']",Unknown
5732,489838,21,06130840063,"['1337-6748', '2454-0005']",Unknown
7601,499434,21,06902080391,"['1997-8731', '1997-3985']",True
7157,497940,21,061201567465,['1231-7853'],Unknown
8166,502870,21,0631014225,['2602-4829'],True
1103,440655,21,06220236247,"['0046-385X', '2585-7061']",True
3186,477533,21,06803132855,"['2335-8769', '1822-4555', '1392-0588']",Unknown
5767,490047,21,061801975914,"['2415-3605', '2311-6382']",True
5116,487104,21,06240586345,"['0121-8697', '2145-9355']",True
7219,498191,21,062501914802,['1224-967X'],Unknown
5299,488109,21,062301977352,"['2444-1449', '1135-416X']",True
8131,502576,21,062301408856,['2686-9527'],True
6908,496828,20,062101254721,"['2545-0999', '2543-8832']",True
6864,496748,20,06301702614,"['2522-2465', '2415-0304']",True
3261,478349,20,062501302452,"['1679-415X', '1676-0670']",True
6457,493758,20,062201875052,"['2385-1635', '2420-823X']",True
4757,486079,20,061401424740,['2300-7249'],Unknown
3597,481745,20,068042224,"['2719-6542', '0066-5924']",True
5989,490908,20,061801663871,['2717-7564'],Unknown
4056,483962,20,06901277945,"['0209-3472', '2451-2273']",Unknown
6236,492757,20,062601985706,"['2544-1450', '2543-5485']",True
3604,481783,20,06502417040,"['0076-1435', '2719-8057']",Unknown
4140,484106,20,0680909476,"['1522-7340', '2052-8388']",Unknown
8579,505379,20,06202998947,['2314-3908'],True
6605,494558,20,062402206070,"['0719-4234', '0719-4242']",True
7438,498936,20,062201473583,['2450-6605'],True
2959,475351,20,062071195,['1647-0818'],True
7485,499095,20,06101404545,"['2613-8794', '2613-8808']",True
6077,491109,20,06101861647,['2550-6587'],True
5180,487403,20,0670815674,['1941-9511'],Unknown
6800,496528,20,06102885059,"['2236-0859', '2177-0026']",True
5007,486853,20,061801664081,"['2083-9782', '2450-0976']",True
4070,483984,20,06301324956,"['0340-9767', '1865-7249']",Unknown
8576,505347,20,061101724130,['2587-1285'],Unknown
6794,496504,20,062302068964,"['2178-8189', '1415-6490']",True
6792,496502,20,06301729661,"['2215-8758', '2145-6445']",True
5395,488402,20,0639035857,"['2392-0343', '2449-8483']",True
7193,498025,20,061402422378,['0552-2153'],Unknown
7191,498022,20,061601943050,['2595-5527'],True
3102,476610,20,06802334003,"['2699-5506', '1619-5515']",Unknown
6855,496722,20,06201270431,['2667-4998'],True
8284,503388,20,061803113275,"['2592-818X', '1022-8012']",True
5725,489810,20,0617045747,['2528-8083'],True
5303,488118,20,061201914833,['2316-9303'],True
7177,497980,20,06202270791,"['1409-3928', '2215-2997']",True
7865,501722,20,06602215397,"['0214-0284', '2660-6070']",True
6085,491135,20,06101871517,['2541-884X'],Unknown
4001,483719,20,062601836919,['2078-9424'],Unknown
6850,496708,20,061301796582,['2636-7718'],Unknown
6192,491546,20,06202512923,"['1678-3034', '1983-778X']",True
3259,478339,20,062103013732,"['2576-7941', '2159-2063']",Unknown
2934,475039,20,061201786081,"['1698-7861', '2605-4507']",True
5804,490208,20,061201938368,['2317-2347'],True
7393,498790,20,06202215916,['2526-9038'],True
5888,490512,20,062301605478,['1896-9038'],True
5885,490502,20,061801664054,"['2450-0844', '1427-549X']",Unknown
2094,446933,20,061501878533,"['1286-1715', '2649-8529']",Unknown
8340,503739,20,06190746684,['2724-3923'],True
5556,488892,20,062201854663,['2225-6555'],True
3646,481995,20,06301096286,['2530-6472'],True
7043,497324,20,061401992645,"['2659-8574', '2659-5354']",True
5568,488933,20,06302314376,['2450-3118'],True
8187,502910,20,062601932096,['2064-4574'],True
7304,498512,20,0660789207,['1336-9202'],True
5572,488952,20,061301284915,['1984-2090'],True
6565,494229,20,061401699515,['2531-1786'],True
79,340360,20,061903322686,"['0025-8431', '1611-4477']",Unknown
5830,490320,20,06203507085,"['2074-4870', '2074-4897']",Unknown
6412,493625,20,06902013088,"['2587-5892', '2074-1227']",Unknown
7066,497393,20,061401050899,['2695-0936'],Unknown
8545,505116,20,067047905,"['2637-2037', '2744-1555']",True
6673,494899,20,065072834,"['2589-1715', '2589-1707']",Unknown
5204,487534,20,061501696953,"['2585-8661', '1338-7219']",Unknown
7809,500452,20,062301826688,['2452-5014'],True
7548,499251,20,06402211204,"['2723-746X', '2722-8592']",Unknown
6711,495147,20,06401820824,"['1657-4249', '2665-2730']",True
7554,499294,20,0625038608,"['1846-4580', '1848-2503']",Unknown
4569,485629,20,06701094818,['2299-7806'],Unknown
7556,499296,20,061401081312,"['1846-4599', '1848-2511']",Unknown
6717,495202,20,061501992635,['2359-2087'],True
6274,493178,20,0619054571,"['0214-6118', '2386-2300']",Unknown
5946,490727,20,06502179042,"['2444-7072', '0213-3563']",True
5938,490711,20,061701910319,"['2719-4337', '1230-0780']",True
7573,499349,19,061602001931,"['2644-4917', '2644-4542']",Unknown
5777,490104,19,06201076123,"['2772-6126', '1877-8127']",True
5820,490291,19,06302294810,"['1413-6651', '2447-9012']",True
7987,502060,19,061202149038,"['1514-0032', '1851-9504']",True
8278,503353,19,06502240351,['2683-3352'],True
8452,504485,19,061602410915,"['0304-2340', '1984-1841']",True
7051,497355,19,06502330160,['2083-4373'],True
8165,502851,19,062601684932,['2082-5951'],Unknown
8548,505134,19,061301900792,"['2493-8637', '2534-7462']",True
6928,496900,19,062501950447,['0239-426X'],Unknown
7962,502012,19,062301776438,['2534-9228'],Unknown
7664,499601,19,062201987961,"['2473-0343', '2473-036X']",Unknown
8029,502233,19,06602842373,['2414-8938'],True
3983,483651,19,062401962327,['2386-2629'],True
5402,488423,19,061401926562,"['2232-9668', '2232-9684']",True
8525,504872,19,062301702680,['2717-9133'],Unknown
7902,501817,19,0670543175,"['1896-7604', '2353-9852']",Unknown
7760,500274,19,06101739559,['0137-3285'],Unknown
5696,489620,19,0643034994,"['2084-6762', '2449-9579']",Unknown
5600,489081,19,06602402399,"['2178-1702', '2317-9651']",True
6839,496673,19,06101786713,"['2657-4373', '1506-6541']",True
7086,497511,19,061601482014,"['2387-1814', '1133-1542']",True
3926,483343,19,06702351337,"['2391-940X', '1643-2762']",Unknown
4639,485821,19,061602018156,['1989-4015'],Unknown
8140,502685,19,062301702567,"['2707-9031', '2707-904X']",True
6039,491027,19,061401592019,"['2223-3741', '1016-913X']",True
6044,491032,19,062501905809,"['2719-7778', '2450-4866']",True
6029,491007,19,061201709866,"['2445-3927', '0211-8653']",Unknown
4015,483824,19,062401848160,['1804-980X'],Unknown
2815,473551,19,061801734796,['1887-3731'],True
8538,505014,19,06802156992,"['2013-2298', '2014-1319']",True
3616,481823,19,061702010281,['0082-044X'],Unknown
5911,490581,19,06802130234,['2358-0593'],Unknown
5891,490516,19,062601666356,"['2519-058X', '2664-2735']",Unknown
7215,498183,19,06401739322,"['0536-2520', '2464-7063']",True
6073,491103,19,06301608905,"['0327-215X', '1853-8835']",True
5784,490146,19,06702222742,['2316-1795'],True
5446,488584,19,062502010961,"['1221-1273', '2065-3409']",True
6896,496807,19,061301617061,['2007-977X'],True
5925,490639,19,06102181959,['2392-8441'],True
7783,500365,19,062202075222,['2451-1404'],Unknown
8484,504636,19,06102265042,"['2310-3507', '2523-6113']",Unknown
5447,488585,19,06301641372,"['0214-9117', '2174-4025']",Unknown
4712,485981,19,06202452005,['1641-1196'],True
7995,502075,19,061301284740,['1984-1124'],True
3693,482173,19,061202149054,"['0326-1301', '1851-9636']",True
7017,497177,19,062602410481,"['0394-4298', '2385-2720']",True
6632,494611,19,061301156051,"['2339-3688', '2500-6681', '2539-4363']",Unknown
6382,493475,19,06702351317,"['2391-937X', '0137-3420']",Unknown
8327,503588,19,061201761929,['1899-5942'],Unknown
6557,494208,19,061701747413,"['2007-1140', '2448-8372']",Unknown
6379,493460,19,06501172096,"['0350-2112', '2406-1131']",True
4268,484812,19,06302310775,"['2336-3398', '1804-5588']",True
6306,493251,19,06602275122,"['1415-594X', '1982-0739']",Unknown
6663,494775,19,062601984607,"['2543-5493', '2543-9820']",True
8364,503865,19,06260701815,['2767-6951'],Unknown
8319,503551,19,061201236723,['2783-6207'],True
6296,493235,19,061801888562,"['2477-9075', '1390-7921']",True
6450,493742,19,061801423668,"['2410-4817', '1561-8927']",True
7013,497164,18,061301992204,"['2707-9597', '2616-6216']",True
7010,497158,18,06702112081,['2357-9978'],True
5461,488617,18,06302512115,"['2311-3774', '2306-2061']",Unknown
7450,498978,18,061101801678,"['1390-5341', '2602-8069']",Unknown
4750,486063,18,061101607344,"['2345-184X', '2345-1262']",True
5860,490409,18,061501878440,"['0870-4112', '2183-7139']",True
3109,476649,18,06101086888,['1989-7383'],True
6277,493183,18,062201745283,"['2409-9244', '2521-6252']",True
7908,501829,18,06102289846,['2238-8346'],True
5543,488856,18,062301484710,['2444-0132'],True
7052,497358,18,06801361787,['2589-7799'],Unknown
3475,480712,18,06201633165,"['1335-0668', '2585-7150']",True
6755,496377,18,062401927808,['2530-9455'],Unknown
6614,494569,18,061901673043,"['2442-7802', '2088-9623']",True
4417,485116,18,065043489,"['2336-1654', '1803-6546']",Unknown
5362,488312,18,061902007748,['1647-6336'],True
3930,483347,18,061902009198,"['1645-3530', '1647-8622']",True
6918,496870,18,062201473522,['2450-6435'],Unknown
6733,495289,18,06120767572,['2636-8943'],True
8114,502510,18,062501250210,"['2344-3693', '1582-2168']",True
7918,501844,18,061501494584,['1454-1521'],Unknown
5236,487674,18,061601872367,"['1847-6376', '1848-7874']",True
7596,499426,18,06802265465,['1300-1981'],Unknown
3859,483043,18,06301506987,"['1303-3123', '2458-7982']",True
5418,488490,18,06201095905,"['2448-539X', '1870-1191']",True
7539,499219,18,06140402781,['2178-4612'],Unknown
6977,497036,18,062601930946,"['2545-3211', '2657-4322']",True
4718,486009,18,061102049933,"['2658-2503', '2084-6045']",True
6276,493182,18,06202528933,['2526-2319'],True
7582,499370,18,061701640712,"['2616-4949', '2312-7562']",True
3953,483492,18,062101939939,['2072-8662'],Unknown
6172,491413,18,06801745040,['0719-5605'],True
3185,477529,18,0620774851,"['2043-0698', '2043-068X']",Unknown
5492,488751,18,0613040744,"['1849-2339', '2459-5160']",True
5798,490187,18,062301901803,['2176-8501'],True
7721,500046,18,06402148000,"['2604-9155', '2604-6032']",True
8456,504531,18,0623058833,"['1734-7513', '2720-3697']",Unknown
5055,486955,18,06902645409,['2300-4754'],Unknown
3126,476843,18,06502223219,"['1697-0381', '2660-504X']",Unknown
6665,494792,18,061302107077,"['2616-5090', '2544-2295']",True
7864,501721,18,06602215392,"['0210-6272', '2660-5880']",True
7602,499435,18,0680862314,"['2619-3752', '0121-3474']",Unknown
3748,482531,18,062601609943,['0860-5769'],Unknown
7180,497986,18,06702351373,['2392-0025'],Unknown
2663,471331,18,062403056072,"['1408-2616', '1581-1271']",True
3518,481179,18,06401623722,"['2000-6225', '2000-6217']",Unknown
4248,484747,18,06303121501,"['2392-1749', '1731-6715']",True
4305,484869,18,062501500895,['1844-8836'],True
5021,486877,18,065045964,"['2236-532X', '2316-1329']",True
7154,497935,18,06302806000,['2369-6761'],True
5604,489102,18,06601366178,['2469-0783'],True
7861,501715,18,06602215384,"['2660-552X', '2605-4876']",True
4063,483971,17,062501950416,"['2391-5862', '0239-4170']",Unknown
8118,502517,17,06202270810,"['1409-0937', '2215-3047']",Unknown
3644,481991,17,062501639207,"['0210-7716', '2253-8291']",True
6151,491329,17,062101875207,"['2339-1162', '2550-1011']",True
3530,481328,17,061302120848,['1691-9912'],Unknown
3801,482881,17,0617045685,"['1989-8312', '1131-8155']",True
3767,482576,17,061501922791,['0872-4784'],Unknown
7476,499077,17,061901399569,['1514-3465'],Unknown
3663,482024,17,061401569483,"['2014-6000', '0213-2397']",Unknown
6235,492748,17,06702353732,"['2295-0729', '2295-0710']",True
6001,490934,17,062201473509,['2450-6249'],Unknown
6003,490936,17,062301605015,['1896-8279'],Unknown
5664,489522,17,061601912058,"['0719-4145', '0719-4137']",Unknown
5760,490016,17,062501914736,"['1224-8150', '2601-9035']",Unknown
6655,494709,17,061501878467,"['2183-7384', '2184-0644']",Unknown
8346,503767,17,061201900664,"['0718-0772', '0717-2710']",Unknown
6976,497032,17,061301711340,['2531-0968'],True
2369,450385,17,06501324341,"['0906-3021', '2596-5425']",Unknown
3921,483289,17,061801112403,['1582-960X'],Unknown
5844,490365,17,0660771710,"['2822-7468', '2429-2230']",Unknown
5136,487186,17,06402192187,"['2745-1402', '2027-2448']",True
4234,484671,17,06801637744,['2323-5209'],True
8549,505139,17,061901590630,"['2520-6230', '2520-6451']",True
6671,494888,17,062601747003,['2513-8421'],True
5214,487577,17,06702441815,['1805-9112'],True
5862,490417,17,06170968473,['1531-7900'],Unknown
7189,498019,17,061101312414,['2658-1248'],Unknown
5549,488869,17,0640174811,"['1535-5314', '2375-2122']",Unknown
4055,483961,17,062101628176,"['0208-7928', '2544-5804']",True
3880,483137,17,06102435466,"['1406-3859', '2228-3897']",Unknown
8133,502610,17,061801930345,['2195-4909'],Unknown
8021,502158,17,06801061498,['2601-1182'],Unknown
3674,482065,17,062501950481,"['2449-8998', '0239-6858']",True
4018,483848,17,061501123407,"['1582-2486', '2821-8078']",True
8175,502886,17,061901895898,['2630-5488'],True
6630,494609,17,06802130278,['2358-0763'],True
7451,498979,17,061201709904,['2445-4109'],True
7634,499538,17,06602130000,['2525-8176'],True
2272,448010,17,062301977483,"['2444-3565', '0213-2095']",Unknown
7101,497602,17,06802532420,['2237-9681'],Unknown
6453,493749,17,061101520740,['2532-6848'],True
6737,495299,17,061401612353,['1995-848X'],True
5737,489888,17,061202444243,['2194-5594'],True
8275,503349,17,0680862354,"['2619-9963', '2619-9955']",True
6079,491114,17,06801060266,['2457-9262'],True
6847,496697,17,061701640790,"['2522-9273', '2616-5236']",Unknown
6188,491481,17,06901867186,"['2360-6754', '2559-7671']",Unknown
2809,473459,17,061401081285,"['1848-2325', '0353-765X']",Unknown
3812,482905,17,06601590685,['1134-6396'],True
5592,489038,17,062501302376,['1679-3404'],Unknown
5147,487227,17,061401938031,['2386-8694'],Unknown
7649,499570,17,062501581643,"['1878-5328', '1878-5301']",Unknown
6427,493681,17,06101087016,"['1889-979X', '1989-8452']",True
3090,476539,17,06240900953,['1715-0698'],True
6127,491271,17,061401679409,"['1338-449X', '1338-4430']",Unknown
6025,490995,17,06201607813,['1853-0494'],True
7922,501856,17,061401476905,"['1452-7448', '2738-1102']",Unknown
7661,499597,17,06201788719,"['2376-5739', '2376-5755']",Unknown
6889,496797,17,062202648163,['2630-6263'],Unknown
8280,503365,17,062401748422,"['2664-6153', '2307-3322']",True
8498,504677,17,061202006980,['2211-2545'],True
7671,499651,17,06702819775,"['2357-8661', '2447-8504']",True
7270,498398,17,06102265072,"['2517-9896', '2523-6687']",True
7585,499388,17,06803498661,['0201-419X'],Unknown
4618,485769,17,06601851932,['1988-7221'],True
7705,499939,17,06102354769,['2543-6430'],Unknown
8268,503331,17,062301585846,"['2192-0885', '2753-8494']",True
8417,504149,17,06402138353,"['2250-4206', '1853-2365']",True
5017,486872,17,06602371642,"['2391-7911', '2084-3550']",Unknown
6016,490972,17,062201981875,['2501-885X'],True
5546,488862,16,06701154342,"['0102-549X', '2448-1483']",True
4793,486169,16,062101786975,['1843-5998'],Unknown
5045,486930,16,06701049405,['1999-6993'],Unknown
4448,485232,16,06901250056,"['1898-0457', '2449-8270']",True
6181,491442,16,062401233368,['2344-2026'],True
4460,485262,16,06301593880,"['1757-2460', '1757-2479']",Unknown
7759,500267,16,061301960204,"['2617-8427', '2616-7654']",True
3354,479528,16,062501438080,"['2246-2945', '2245-599X']",True
5831,490323,16,061202025284,"['2074-5869', '2658-7289']",Unknown
7197,498090,16,0653064438,['2073-4506'],Unknown
3192,477615,16,06302194029,['1855-6302'],True
7617,499484,16,062101900239,['1659-2441'],True
7016,497173,16,061501854922,"['1138-5596', '2254-6332']",True
8577,505350,16,06602302512,['2410-3594'],Unknown
6534,494154,16,06102143603,['1809-3507'],Unknown
3127,476846,16,062101769752,['1792-1341'],Unknown
7620,499489,16,061401847645,['1645-9199'],Unknown
5251,487816,16,06150746649,"['2311-9896', '2411-6181']",True
8486,504652,16,062301886644,"['0718-7068', '0719-8175']",True
4559,485601,16,062401234684,"['1233-2135', '2720-0833']",Unknown
7630,499521,16,06201186776,['1300-9567'],Unknown
8489,504660,16,06802160549,"['2661-6742', '1390-7581']",True
4477,485319,16,06303055773,"['2053-1796', '2053-1788']",Unknown
6298,493239,16,06401451846,"['2357-8483', '2237-8782']",Unknown
8492,504668,16,06102646741,['2059-2949'],True
8534,504988,16,061501567384,['2283-6837'],Unknown
6848,496698,16,061101667158,"['2334-7465', '2217-415X']",True
2542,470271,16,061701614660,['0355-1253'],Unknown
5924,490638,16,06502179113,['2444-8478'],True
6378,493457,16,063401227,"['2543-9561', '2451-4985']",Unknown
6380,493473,16,061302083846,['0717-1714'],Unknown
2130,447144,16,0650166643,"['1727-6993', '0038-8483']",Unknown
4308,484873,16,06101679049,"['2082-8578', '2544-5219']",Unknown
3640,481978,16,061301216584,"['2605-5147', '0210-1610']",True
6935,496951,16,0620956511,['2548-0650'],Unknown
7912,501837,16,061301156084,"['2011-4540', '2500-672X']",True
6324,493305,16,061901737304,"['2412-5210', '1849-8485']",True
7711,499966,16,062302069035,"['2178-8359', '2178-258X']",True
620,437185,16,06170986386,['0065-1141'],Unknown
7384,498777,16,06502156133,"['0101-8191', '2318-0730']",True
5768,490064,16,061801833855,['2537-7043'],True
3269,478504,16,061602085868,"['1667-7900', '2362-5651']",Unknown
6523,494072,16,061301333007,"['2177-1499', '1980-7805']",True
6902,496818,16,06402285350,"['1018-0583', '2215-4582']",True
5765,490041,16,0638034208,"['2449-7800', '2449-7797']",Unknown
8147,502704,16,06201729415,['2559-9798'],Unknown
6150,491327,16,06802313115,['2462-3733'],True
2801,473383,16,061201344897,"['2281-8952', '1724-8698']",True
